,RESULT
20273,1
11310,2
4291,3
43412,1
48346,2
22684,1
23090,0
7033,1
45886,1
22411,1
44580,0
49544,2
42213,0
44459,1
10253,0
31223,0
48963,2
32662,0
49921,0
46929,0
20081,1
44941,4
27685,0
3049,1
46042,1
13459,0
7368,0
7101,1
47864,0
42278,0
5483,3
21865,0
5978,0
22604,0
5316,3
15638,0
19632,1
39997,0
18906,0
39027,1
36717,0
28020,2
11392,1
31578,2
38938,2
7008,2
18583,1
47888,4
6589,2
50584,1
17248,1
34451,0
32327,1
12446,4
32561,0
13813,0
43616,1
357,0
28123,0
28565,1
23170,1
41983,1
29150,0
32969,2
5773,0
33532,0
43973,1
36835,0
9194,0
2835,0
66,0
12000,0
52255,3
45442,0
28623,3
2576,0
41818,3
30511,2
51070,1
20026,0
51604,1
51163,0
6730,0
51092,4
11825,1
43820,4
7786,0
24070,1
33945,0
9865,3
38856,0
40968,0
7058,4
49370,1
50860,1
52596,4
10883,1
31772,1
27009,0
2121,0
51898,1
27984,1
44692,0
45894,0
18731,0
14219,0
23000,0
19458,0
24051,2
22903,0
15993,0
7825,0
27109,0
16953,0
43058,0
9677,0
19784,0
11421,0
22446,0
29998,0
1885,0
41892,0
18144,2
41810,0
17513,0
14358,0
1329,1
369,2
19126,3
7246,0
26328,1
31918,2
8727,0
7519,1
432,0
32592,0
35964,1
45334,0
22219,1
7964,1
50602,0
28820,4
31283,0
33562,0
52518,0
27183,2
34537,0
2568,0
18174,1
34421,4
43834,4
48133,4
13485,0
27473,4
36462,3
52085,0
32283,0
36526,0
23447,0
7126,1
40974,0
20328,1
17711,0
3122,0
42596,0
52603,2
13633,0
44049,2
22875,1
28197,0
6054,0
49054,1
9410,1
24149,0
17540,4
29448,4
6735,0
43914,0
7434,4
91,0
15514,1
41527,0
4093,2
6639,2
48738,1
27385,4
34806,0
34932,0
49104,4
9858,1
31795,4
21946,1
35086,1
6174,3
38829,1
27533,1
47133,0
44707,4
6606,1
20784,1
37788,2
49922,1
46167,0
13997,0
3996,0
35217,0
32945,2
20570,1
47243,0
50415,0
48455,0
30873,4
31793,4
47940,2
45132,1
34840,0
23158,2
23963,0
26131,1
20628,0
21209,1
21403,1
51484,2
3319,0
48851,4
7119,0
33758,0
11253,0
34320,2
38043,0
10727,1
48463,0
2295,1
31055,0
20741,1
24511,1
30640,0
29576,1
44460,1
27235,2
36978,1
22715,2
10840,1
31743,0
9473,2
35393,0
8479,0
34296,4
1145,2
51454,0
3388,4
51114,1
46954,0
48765,0
3090,1
23914,2
38246,0
19281,1
49325,0
43878,1
22413,1
16349,0
12575,0
8555,0
25353,0
36479,0
32440,0
18410,1
47307,0
46622,0
35041,0
28235,0
38832,0
17726,4
51955,0
29763,4
37424,0
34818,1
21331,1
1898,1
22955,1
17052,1
23940,2
9312,0
30163,2
22517,2
735,0
43052,0
27450,0
47038,1
42932,3
17396,0
27486,4
45855,0
47760,2
31267,0
13698,0
46842,1
30800,2
26838,1
17667,0
49782,2
6968,1
26267,0
67,0
50860,1
15334,0
29608,0
408,1
44918,1
32629,1
44931,1
21885,0
25059,1
17725,0
41561,4
11934,0
35207,0
36002,0
5446,1
4275,1
25817,4
50678,2
36567,3
18375,1
19826,0
22291,0
44524,1
41451,4
45643,2
0,1
25765,0
46568,1
42320,0
46581,1
28137,0
3542,3
17052,1
51635,2
3405,2
32237,0
14037,2
42574,3
49020,0
12986,0
35342,0
34322,2
7008,2
15953,1
36344,1
36425,0
25176,0
31439,2
11871,0
16197,0
1620,1
35728,4
3060,0
6257,0
8931,0
4368,1
43051,0
58,1
43918,0
34702,0
22258,1
23025,0
20025,0
12720,1
32652,1
48060,1
42092,0
2268,1
1122,4
37992,0
16914,0
44854,2
1183,1
36891,1
38784,1
12025,3
49249,4
49915,2
2978,0
34488,0
11994,0
46869,1
37558,0
32899,3
25374,0
8672,1
1237,1
1191,0
33187,0
40001,0
3792,0
51025,0
2960,3
22535,1
38749,0
40863,1
19933,1
48315,1
25427,4
19729,0
20153,1
29309,0
17447,1
23570,2
14331,4
2681,4
30125,0
23803,0
37777,0
38623,0
45695,0
15804,1
38711,3
49792,1
34665,1
3469,0
47552,3
5816,0
3867,0
7092,2
17861,1
30730,0
47045,1
8387,4
604,3
39703,1
45653,3
28174,0
37141,0
25671,0
1967,0
12784,1
31385,3
7180,1
31666,3
21986,0
29162,0
25501,0
29520,4
15713,0
23395,0
49298,0
7218,0
33935,4
40405,0
50371,1
51816,1
919,0
5434,0
48797,4
36079,0
16026,4
51792,0
43389,1
15561,0
1651,1
3238,1
7560,1
45996,1
2651,1
9271,0
2302,0
32396,0
29774,1
42300,4
29881,4
34081,0
19857,1
14488,1
20241,0
33677,0
35123,0
41215,1
25463,0
39113,0
7607,1
20933,1
32096,4
19725,0
1601,3
52418,0
48195,0
46385,0
12590,0
28715,0
1418,4
23850,1
27891,2
4244,1
40733,0
6659,1
47032,1
5665,1
11182,1
49503,2
32514,0
20181,0
6417,1
42769,4
23859,1
43722,0
1677,3
43825,0
15985,0
26192,0
48770,0
32163,2
24040,0
41637,0
46952,0
3565,2
41165,0
33492,0
9432,0
28723,2
24729,1
24283,3
49330,3
49976,0
22479,0
36307,2
22948,2
12828,0
21645,0
16989,1
13252,0
33706,0
48800,0
6161,2
27225,0
31994,0
453,1
46049,0
4217,4
27202,4
10805,1
7550,0
17097,0
5766,0
9431,1
21838,1
9019,0
27503,0
32189,1
22298,0
43419,0
11679,1
42928,0
41265,0
10882,0
27469,4
18982,0
48484,1
4775,1
19616,0
49689,1
48801,3
30319,0
27155,3
22832,0
17073,2
3005,0
2327,0
29308,0
9436,3
1690,0
28037,0
317,1
11691,1
37563,0
3309,1
47153,1
16720,1
15177,2
35012,2
43035,0
12836,0
39718,2
28209,3
50579,1
49222,4
33256,0
26508,1
38430,2
13717,0
22403,1
2631,0
11016,2
5090,1
36587,1
46981,1
29910,4
48534,0
25459,0
24240,0
50945,0
51888,0
29016,0
11787,0
14855,2
31454,4
41424,2
47631,4
14819,0
9771,0
13279,0
31444,1
34868,1
46833,1
10345,1
10280,0
11308,1
38746,1
8681,1
18712,0
43287,0
27688,1
37155,0
16701,1
46985,1
51969,2
38396,0
19580,1
47031,1
45120,4
33816,1
43631,0
39100,0
33317,2
48074,0
1416,4
24167,0
25723,0
214,1
38793,0
10173,3
23080,0
20994,0
27709,4
34297,1
4755,1
34336,0
3950,4
34611,1
10602,1
32133,1
4799,4
16168,0
4951,1
40807,0
18884,2
43543,0
33423,0
20644,0
428,0
20652,0
10104,0
26967,4
28852,0
39931,0
43788,3
3678,1
29339,4
29841,0
15550,4
43815,4
16371,0
28437,2
17311,1
39872,0
48593,1
50106,4
48022,0
31694,1
49657,4
23384,0
5464,3
39189,1
25547,1
44786,3
13937,0
9125,0
44925,4
38250,2
14739,1
14589,0
29847,0
6184,2
50621,1
6845,2
50216,1
34491,0
10798,0
49053,1
22620,0
4297,0
46752,0
30468,0
825,1
27621,0
32391,1
42911,1
51628,1
16704,1
40868,1
21112,2
30919,1
28189,0
51871,0
46854,0
47349,1
28888,2
7328,2
40293,0
42847,0
26645,4
35964,1
45535,4
14848,1
10972,0
10804,1
24383,0
12024,4
35332,0
43721,4
27216,3
13695,3
33421,0
47781,2
28723,2
19580,1
38865,0
20453,0
19605,0
35799,0
29775,4
45119,2
10239,2
10730,0
47588,2
16541,0
1881,0
19921,0
2751,2
22158,0
1478,1
43175,1
18143,1
27149,4
44172,0
16091,0
51750,1
10448,0
31846,0
51885,3
12630,0
39551,0
51713,1
50173,0
36407,1
21143,1
43421,2
34381,0
28835,1
20708,1
39077,1
28022,1
48440,2
39736,1
3014,0
33140,1
49745,1
13834,1
25607,1
6031,1
8014,0
21702,0
32871,0
1378,1
5281,1
4453,1
19050,0
17232,0
30632,4
34467,4
40975,0
2919,2
21291,0
28690,4
243,1
27521,0
10724,0
28147,0
41285,3
29428,4
35130,1
47618,1
701,0
14667,0
52400,0
381,0
45101,2
44887,1
10781,1
45032,0
49334,1
3641,0
47172,0
23743,0
23387,0
42547,1
33859,1
19722,0
47132,0
38189,0
46182,0
31185,0
32223,0
9800,1
48641,0
620,3
20467,1
5840,1
46598,1
47261,0
23597,1
41863,0
22305,0
44856,1
31060,2
4309,0
24542,0
45418,0
52069,0
42175,3
48313,0
41483,4
35287,0
28255,1
44645,4
7458,1
15583,2
28827,0
43466,4
30809,0
24651,0
49590,0
30391,4
22269,0
41085,0
32902,2
1923,1
8644,3
32271,0
31306,0
24511,1
31793,4
49757,1
13397,0
50676,0
49464,1
45121,2
38233,1
6843,2
1151,4
37916,0
14129,2
12491,1
24129,1
18258,0
38307,0
44848,1
44016,1
51070,1
42081,0
37594,0
6800,1
49808,2
36510,0
42330,1
10300,0
19728,1
6148,0
11282,0
1372,1
43997,0
51411,4
22009,3
35246,3
25382,1
27466,4
2673,4
16504,0
9696,0
44687,0
4219,1
36303,4
44274,0
48924,0
9153,1
48111,1
4844,0
7188,2
26382,0
44206,0
1064,1
32093,4
8826,0
48335,2
45663,2
32697,1
28432,1
47154,0
102,3
1207,4
44368,0
28204,0
12278,0
31652,2
25527,1
51854,0
44044,1
43920,1
6086,1
38100,1
38814,0
15939,0
10795,0
43070,1
18700,0
9616,1
52630,0
23076,0
35381,1
32836,1
1614,2
31980,1
33612,0
23105,0
34417,2
49449,0
31471,0
45692,0
48295,1
20075,0
43493,2
49114,0
13219,0
40591,1
1254,0
1375,3
6934,0
30096,2
8261,0
47441,1
34685,1
28939,0
33664,0
673,0
12861,0
15756,0
2892,0
18724,2
20188,0
18991,0
17517,1
51756,0
27408,0
47031,1
27004,1
3070,1
24042,3
32828,2
26789,0
17485,2
30663,0
48709,0
5450,0
6166,2
10598,0
14789,2
31975,3
7335,2
36417,0
19990,0
19910,2
28588,0
4901,0
27540,2
23815,1
46641,1
17948,0
1773,0
36491,0
5229,1
27836,4
3267,0
18380,0
34280,1
1036,1
46589,4
50063,1
13580,0
6190,0
50331,0
41463,4
19840,0
11463,0
42962,0
36891,1
48226,0
13333,0
44473,0
42152,0
47414,1
33834,0
30447,1
2151,1
45535,4
831,1
29762,0
49355,2
26287,0
48219,0
43988,0
28679,1
17317,2
51949,0
44810,0
22933,1
41492,2
669,1
36322,1
31923,1
28886,1
21261,3
13508,2
24592,1
25862,4
34211,0
21469,0
6284,0
30789,0
4507,0
9401,0
12758,0
10813,0
47785,1
44316,0
24870,0
28541,0
45029,3
21365,1
43632,3
23586,0
47841,4
7243,0
23941,2
22164,0
9867,0
45222,0
52419,1
36547,0
5163,0
47889,0
23666,0
49572,0
51212,0
16563,0
28021,3
40679,0
10401,0
39348,0
18498,1
51606,1
502,0
37879,2
39070,0
11223,1
9864,0
44834,0
48060,1
52155,0
22387,0
16381,1
23901,0
29463,4
38224,2
230,0
42330,1
1147,0
29639,0
50621,1
49859,1
41315,0
50748,3
2170,0
23344,0
11401,1
50046,0
40237,1
2940,1
4884,0
41410,2
42843,0
46351,3
36415,3
719,0
9928,1
5345,0
34708,0
39502,0
2758,0
33673,2
8209,0
51684,0
5066,0
4485,1
9646,1
43650,0
11539,0
45543,4
51077,0
27927,0
36721,1
44981,1
28563,3
20520,0
9263,1
23799,0
45132,1
8439,0
17658,0
11478,0
8759,0
32995,4
45959,0
19113,0
13,0
40613,0
4238,1
48833,3
12602,0
41214,1
4415,0
8224,0
52101,0
39290,0
41208,0
27467,4
50533,0
22090,0
13494,4
32924,0
47009,0
2122,0
50480,1
4631,2
12753,1
42631,1
43614,1
19689,0
32559,0
11644,0
52096,0
18304,1
24397,1
35509,4
2724,0
12753,1
9773,2
6553,2
36466,0
8361,1
29765,2
19908,3
13977,1
23914,2
31709,0
48581,0
31610,0
42123,0
28022,1
28334,0
33270,0
29630,4
37644,2
27776,2
2797,1
35749,0
45991,0
19415,1
49268,0
47735,1
39471,0
46581,1
32590,2
44932,0
10477,0
33411,0
48315,1
49809,4
40215,0
48027,1
29199,0
38124,0
48169,0
3754,0
19011,1
27236,4
17990,0
156,0
37948,0
34304,2
752,1
49024,1
29332,1
29517,4
42723,0
18612,0
51716,0
52391,0
36172,1
36280,0
33314,3
41417,2
25779,1
37947,2
48493,1
41050,0
7657,0
34218,2
35399,0
25718,1
5542,0
21261,3
41512,1
39007,0
47697,1
16721,1
38616,0
19586,0
47284,1
13372,0
13098,0
45776,1
26105,0
42488,0
52628,1
4862,1
49568,0
15125,1
46685,1
51329,0
18321,2
44861,0
28888,2
21180,1
46648,0
5016,3
22065,3
8293,0
28040,0
31285,1
40965,2
29397,0
49841,1
51821,0
12288,0
17791,1
22303,0
35839,0
36183,0
44901,0
29361,4
11762,0
22556,0
30572,0
49132,0
16600,0
8420,1
48048,4
38387,1
44930,1
25877,4
6553,2
42047,0
28666,2
7024,2
14073,0
51741,1
13828,0
19957,1
19088,0
21587,1
8749,2
25083,0
4278,0
34492,1
48378,3
8323,4
19011,1
15957,4
44036,0
37341,2
31616,1
15583,2
11176,0
1180,1
42137,0
39255,0
4291,3
22230,1
51075,0
16080,1
25491,0
49358,1
48396,1
31048,2
46115,0
15028,1
22462,0
50413,3
2526,0
22162,0
7287,0
26465,2
31818,3
1971,0
7964,1
11226,0
22496,1
31030,0
38456,1
42018,0
35198,0
14953,1
48008,4
49304,1
45715,0
44090,1
13450,1
47177,0
45887,1
41856,0
46923,1
48323,0
24750,0
47646,0
34924,0
7211,1
45933,1
16328,0
48600,0
14062,0
21094,0
41817,2
9439,0
16537,2
35467,2
43323,3
43838,3
29136,0
26225,0
45808,0
27063,1
20071,1
51352,2
746,1
44055,4
45068,0
50979,2
10499,0
978,0
11456,1
19531,1
6551,4
32734,2
47435,0
40868,1
12050,0
31566,0
32878,0
22517,2
52049,0
17802,3
48896,3
1481,1
15001,0
34650,1
27182,4
23571,1
29375,4
24839,1
34359,1
32563,0
38528,2
12435,4
13941,0
5012,0
5584,1
27498,1
48962,0
20040,1
24491,0
26779,0
20156,3
25036,0
7094,1
8720,0
7625,0
12014,0
4157,2
7043,0
37667,0
50849,0
30904,0
6704,3
44916,1
12985,0
5610,1
25793,0
11633,0
4340,0
7369,0
23277,1
32922,2
2979,0
17512,1
2963,2
16533,0
32073,0
17366,0
8968,1
16217,1
52466,1
11956,1
24644,0
30516,2
23695,0
23974,1
42155,0
44566,0
46219,1
17754,0
12423,0
45264,1
44548,1
38905,1
34032,0
51606,1
40162,0
24091,0
29276,4
37539,0
44972,0
15661,3
13900,0
38990,2
33249,2
13319,1
1042,0
15117,1
28538,1
46502,4
22747,0
37640,1
10721,1
24592,1
42370,1
9943,1
51802,1
1092,1
27155,3
40799,1
28935,3
10289,0
7693,1
17057,0
6632,0
48472,4
41789,0
15682,1
38760,4
13930,0
40386,0
7906,0
42813,1
28011,4
28820,4
41594,1
43691,1
1696,3
34148,1
33688,0
35896,1
29414,1
39083,1
1092,1
22897,4
33393,0
11639,0
13520,4
35508,0
35529,1
28800,1
28082,0
47771,2
21750,1
45419,0
21381,1
11742,0
31661,0
5703,1
47944,0
45140,2
30139,1
1373,0
906,0
18242,3
50080,1
8199,0
12418,1
19639,0
49625,4
26074,4
27244,0
29470,0
51861,1
4833,0
29125,0
1076,0
24583,1
15332,1
26158,1
15670,0
39623,0
15147,0
32492,1
36561,2
11278,0
40247,1
48981,0
49414,0
44498,0
28907,1
6181,1
18673,0
6610,0
28959,1
50529,0
42767,4
16580,0
40957,0
47238,0
17073,2
1376,0
12151,0
6231,0
18499,0
8374,0
33656,0
4781,0
5165,1
26004,0
22435,2
3257,0
30650,0
39885,3
9316,0
5197,3
1507,2
23179,0
17145,1
40197,1
15892,2
10351,0
52281,1
36587,1
38673,0
26151,0
9898,0
51607,1
13450,1
10103,1
22282,1
15195,0
12541,2
30177,1
26682,0
10133,0
42253,0
16056,2
30331,0
27519,1
40573,2
4978,1
20048,0
45132,1
9949,0
17757,0
35289,0
41978,0
7085,1
49884,0
6181,1
15110,3
21203,0
17958,0
22875,1
37909,0
13751,0
49677,0
7211,1
39999,0
29108,4
17840,0
25032,3
7273,1
26347,2
36881,2
43065,0
14400,0
29550,0
24859,1
13123,0
45057,1
25673,1
12953,0
17678,0
28209,3
38720,0
41118,1
43531,0
37686,0
1619,0
9475,1
38608,0
16658,0
12400,2
35574,4
41309,0
13557,0
28546,2
51952,0
3736,0
39843,0
27781,0
40688,0
27839,4
6814,0
22892,1
51068,1
38333,2
41573,4
45528,2
14668,1
11770,2
10124,0
46379,1
34991,0
14124,2
44902,1
18311,2
4570,1
15499,1
24514,1
43770,1
18855,0
46277,0
22677,1
2688,1
52275,1
46416,1
2983,1
4231,1
48642,0
10317,0
3467,0
34068,2
45167,0
42532,2
25435,2
35241,4
5512,1
43436,0
37903,1
27687,0
20650,1
31638,4
9653,1
47712,0
33705,0
31702,0
21297,0
2486,0
38923,1
5997,0
43892,1
3398,1
27022,0
1589,2
28743,0
46763,2
28013,1
11407,0
10516,3
6720,2
50506,3
23299,1
36409,0
46297,1
43260,0
13145,0
6313,0
39723,0
21730,0
6557,1
70,0
56,0
15631,0
9585,1
29289,0
17478,4
50047,4
44246,0
18041,2
14031,0
8644,3
20137,1
39292,0
47299,0
20515,1
30591,1
11060,1
27564,1
50884,0
41874,0
10746,0
6694,0
4014,0
31715,3
13154,0
43924,1
16179,0
20182,1
35474,0
21574,0
15659,1
48354,4
11339,0
3954,0
40240,0
18145,1
48320,4
36881,2
4800,2
18234,2
50731,3
26041,1
37753,1
6033,0
28580,4
16000,0
51050,0
4906,0
5151,1
23473,0
16152,0
32873,2
6781,0
35870,0
20737,1
26501,1
10474,0
34196,1
8593,0
12442,0
5745,1
5454,0
16296,0
42453,0
36181,0
18558,0
42060,0
24741,0
25002,0
44937,1
40112,1
47881,2
46143,2
25602,1
5397,4
2228,1
27627,0
49970,0
42813,1
41885,0
49263,0
37838,1
23889,0
42083,0
37398,0
24709,0
890,0
11074,0
30994,1
43276,1
50860,1
49991,1
20367,1
20681,0
23616,1
11486,0
15135,1
36051,0
29527,0
2294,1
5117,2
37343,0
360,0
49803,1
25360,0
10800,3
37538,2
16391,0
6710,0
41932,1
47057,1
25143,0
34423,1
50047,4
25300,1
23764,1
7500,0
2602,1
2053,0
45454,0
4451,0
46042,1
17111,1
4978,1
7831,4
49368,3
6166,2
40453,0
7323,4
5878,0
24815,0
31900,1
32058,0
36418,0
38483,1
28798,4
28772,4
37120,4
11543,4
40414,2
6665,4
43206,0
45226,0
7160,1
48416,1
43286,0
30662,0
9365,4
43583,0
41888,0
5231,4
749,0
50193,3
49005,1
47318,2
36697,4
37902,0
17572,0
18418,1
7854,0
15139,1
24451,1
11379,1
38418,2
50927,0
48999,1
41090,0
16733,1
26584,1
31082,0
42711,0
32156,0
50274,1
35053,0
40838,1
7382,0
31905,0
3618,0
22024,1
35145,1
32250,4
7758,1
29375,4
17227,0
5690,1
12890,0
4355,0
29358,4
40097,1
4749,0
16268,1
47818,2
15754,1
46941,0
45180,0
1654,0
39321,2
44832,1
16352,1
27871,0
42173,1
34505,0
35471,0
9680,0
38456,1
30845,1
13420,1
48261,0
10613,0
1599,0
5687,1
18632,0
42095,4
20799,1
34699,0
42827,2
1153,0
44554,0
40149,0
50592,3
52423,4
49418,0
34229,0
22698,0
35309,2
41114,0
30509,1
51646,1
607,4
45059,1
39664,0
47121,1
38733,1
48359,1
37142,0
52628,1
28325,0
35195,4
20879,0
41200,1
43191,0
49922,1
2270,2
14030,1
13838,0
48378,3
44224,0
33261,0
19444,2
26385,4
37512,0
12153,0
21300,3
14322,0
21269,0
36369,0
9555,0
1942,1
18316,1
47516,1
17602,0
17011,0
49862,2
25168,0
42765,1
14477,1
51017,1
39862,0
18260,0
41214,1
915,0
15254,0
30847,0
3750,2
131,0
38484,1
29363,4
44734,0
32216,1
49460,1
46125,2
46820,0
38225,0
2462,0
1566,1
45774,0
10323,0
31694,1
38927,2
30807,0
40057,2
52199,2
48824,0
30195,1
36250,0
1467,1
43902,0
1595,1
31196,4
25435,2
21214,0
51861,1
11403,0
40775,0
51510,1
25422,0
41864,0
18314,0
17492,1
38761,0
31587,4
12804,0
16365,1
42607,1
16259,1
46770,1
39798,0
49104,4
19394,1
48697,0
29775,4
27508,2
49378,0
7866,2
5762,0
50271,0
5148,0
46,1
42169,0
44811,0
18886,0
13976,0
10315,0
41688,0
42863,2
21136,0
37362,0
14011,0
45517,0
28019,1
19747,0
4213,0
9585,1
17729,4
3574,0
7175,0
51603,1
24244,0
21809,0
33837,0
39582,3
36930,1
14166,3
477,0
8116,0
31387,0
22251,0
41546,4
44340,0
41785,0
15896,4
28296,3
16747,0
6627,1
22377,0
7397,1
29425,1
18445,4
5687,1
51510,1
28835,1
42408,0
2027,0
19461,0
50916,0
28638,1
51606,1
38232,2
16310,1
27407,4
26915,1
29951,4
49557,0
22006,0
16281,4
13711,0
3282,0
21017,0
9096,0
36568,1
45669,1
4181,1
40694,3
18851,0
5790,0
38705,1
17049,4
1594,1
19938,0
41063,2
42798,4
7319,1
620,3
27382,0
2813,0
4815,4
39207,0
43093,0
50850,2
32951,1
43653,1
50678,2
40763,3
49918,0
51564,2
30776,0
4459,0
30111,0
42304,1
27855,1
2646,1
6120,1
10173,3
12730,0
22703,0
19488,0
31992,0
3097,1
40813,3
7354,0
40169,1
48108,0
35877,0
8723,0
26939,2
38957,1
27464,4
25583,1
17213,0
33092,1
11547,1
11036,4
6092,0
19322,0
18368,3
25026,0
3735,0
15978,0
12502,0
22410,0
20008,0
12275,0
24141,1
17555,0
48511,4
52291,1
19474,0
15196,0
18115,0
8718,0
46731,1
31310,0
21133,0
39915,2
32034,0
1670,1
34399,0
9811,1
45663,2
21165,0
41034,1
49119,4
12715,0
31022,0
9846,1
34300,2
35201,0
26442,0
51533,1
50285,2
30099,4
16859,2
42416,0
42829,0
23828,0
41379,0
12197,0
46725,1
49592,1
8516,0
32472,1
2741,2
37100,1
10621,1
23221,1
49292,0
42006,0
45126,2
43278,0
50548,0
51179,2
51688,1
17660,0
5473,3
29936,4
26509,4
7849,0
51885,3
19919,1
6607,0
28820,4
11604,0
39595,0
26362,0
21650,1
34431,1
4623,0
30855,3
51846,1
36420,1
38467,1
29085,2
4813,0
94,0
21147,0
33238,0
14166,3
45335,0
20841,0
25035,2
47887,2
7165,4
25640,0
44432,0
12379,0
19158,0
1163,0
48553,0
16389,0
47838,2
6168,0
18099,0
45087,1
36259,0
2651,1
28202,2
16267,0
7687,2
39882,0
25426,0
39987,0
18898,0
33300,0
46421,1
41155,1
5487,0
44707,4
31573,1
23444,1
50940,0
50340,0
41935,0
48593,1
18316,1
35121,0
28522,2
9593,0
28126,0
37808,0
22989,0
13293,0
51068,1
46845,1
18534,1
50592,3
40923,1
31910,2
34681,0
40943,1
12484,1
37225,0
20063,1
1939,2
30681,0
2663,2
5204,1
14523,0
29339,4
31660,0
51925,0
45864,0
3565,2
45004,0
19811,0
52281,1
35875,0
24145,1
44526,1
27008,0
49960,4
39975,3
44278,1
6142,2
27698,2
49554,0
37007,2
4913,2
38957,1
50624,1
51839,0
46968,1
3117,2
1298,0
46833,1
33633,2
11632,0
51078,2
12807,0
18017,0
28603,4
51508,1
9326,0
28727,4
21220,0
2689,0
43872,2
14551,1
42023,1
12744,0
48354,4
51579,1
22693,0
51122,2
41645,0
24778,0
4791,0
46093,1
25123,0
44136,1
32510,0
50669,1
18614,0
41872,0
15987,2
15648,1
44034,4
11976,0
51249,4
8093,2
34942,0
29310,0
38781,1
20488,0
41242,1
29761,4
51465,1
18173,0
15365,0
34717,0
33088,0
26278,2
43240,1
43288,0
34855,2
39907,0
17595,2
40237,1
8418,0
33805,0
18237,4
41799,0
28286,1
44948,0
13940,0
1869,0
17760,0
16641,0
5184,0
37675,0
24949,0
4745,1
39921,0
49182,1
38491,1
44937,1
49361,1
40262,2
37838,1
33058,0
37769,3
35223,0
41950,0
47259,1
19071,0
27706,2
50198,0
17574,0
32499,0
12115,1
2961,0
14214,0
23571,1
27877,0
10565,1
50314,0
21085,0
30961,0
22284,1
4115,2
24822,0
10158,0
27118,1
27532,0
30204,0
28772,4
28968,4
46335,2
46352,1
17165,0
4281,0
781,0
1948,0
44808,0
31841,0
2326,1
16944,4
25130,3
34060,1
23727,1
42540,3
23969,4
16734,0
32135,1
11054,0
34196,1
49086,0
11688,0
27472,4
52352,4
3380,1
18457,1
48409,1
11042,0
3283,0
21249,0
13631,0
52513,1
48869,4
47817,4
4257,0
12004,0
19155,0
34930,0
25629,1
32189,1
40621,2
33400,1
1160,0
39052,1
35618,0
18364,3
14365,0
43693,3
1002,0
21946,1
33616,0
21718,1
12306,4
21599,0
4605,0
25748,1
49073,2
48334,0
11760,0
8294,2
9163,2
27472,4
23598,1
17851,1
34534,0
20467,1
25831,1
24634,0
4845,4
35868,1
12418,1
1442,2
43024,0
24654,0
32224,2
46708,0
28120,0
46386,0
47636,4
37179,1
52151,1
34466,1
25828,0
17029,1
51151,1
48277,1
41818,3
51893,1
39790,0
2869,0
47519,0
17881,0
44020,0
6084,0
49613,1
4642,1
923,0
4900,4
26918,0
24226,1
34620,1
46582,1
40626,0
9035,0
11724,1
414,1
8786,4
9821,0
6803,1
45986,0
21467,0
20346,0
15420,1
48625,0
27270,0
25342,2
11392,1
51564,2
38878,0
6871,1
16975,1
48205,1
11414,1
47873,2
48830,0
23649,0
17909,0
42761,0
5615,1
12797,0
8240,0
45927,0
13086,0
14546,0
28196,0
37515,0
46767,4
4570,1
37750,0
29897,4
38186,2
19073,1
34254,0
49035,2
33699,0
46811,0
47657,2
12453,1
9072,0
19007,0
38051,0
22123,1
17639,0
2616,4
50371,1
51441,1
16721,1
41224,0
12841,1
24265,0
1048,0
925,0
23214,0
27800,0
29327,1
42048,0
43938,0
42316,3
25050,0
27795,0
32953,1
4283,1
7788,0
51927,2
21665,1
37544,0
37412,0
22093,0
38132,0
49915,2
16663,1
44449,1
51259,0
38122,0
23869,0
48484,1
30208,4
11185,0
9371,0
21378,1
1945,0
7315,2
9362,1
4127,1
46402,1
33182,0
40985,0
46779,1
6561,0
51484,2
44104,1
33789,0
31428,1
20307,0
41413,0
9976,0
26120,2
34138,0
35602,0
42621,1
14384,0
5543,1
25475,0
10464,3
12340,0
34700,1
24694,0
1133,0
38098,0
1507,2
49074,4
2654,1
24585,0
30421,0
42437,1
40086,1
19959,0
51102,1
13593,0
33511,0
46195,1
399,1
31429,0
12317,2
24163,0
44892,3
29401,0
42577,3
22933,1
4212,3
49722,0
21795,0
10850,0
40105,0
39174,0
30392,1
49326,2
29034,1
31525,0
20765,1
2598,1
6940,0
33230,2
1559,3
39161,1
8748,4
50225,0
51245,0
31399,2
25838,0
28179,0
4472,0
38889,1
49795,0
34322,2
22292,0
22967,1
42571,0
5828,0
51343,0
52386,4
31900,1
26534,2
5425,2
17431,1
18276,1
2148,1
901,0
28274,0
35038,1
49690,1
23995,0
43973,1
8857,0
27822,1
26715,2
43478,1
29010,0
35019,0
20490,1
14953,1
43127,0
5019,0
28140,1
37317,0
361,0
24687,1
15545,0
49820,0
51590,0
10981,1
37265,0
26896,4
44179,2
16977,0
45424,0
16471,0
50754,4
18582,0
47450,2
9015,0
36044,1
8062,4
51616,2
12314,0
49706,0
28021,3
15484,0
42046,1
42759,1
52538,0
18311,2
26222,4
25103,0
23551,0
31053,1
47023,1
15724,1
45826,2
27357,3
39525,1
11094,0
2498,2
27707,1
24373,0
48354,4
49566,0
3631,0
31400,0
13720,0
39697,0
39484,0
39064,1
9783,1
12165,1
13648,0
46652,0
34333,1
42590,1
26900,0
29814,4
30089,0
38306,0
44826,4
42077,2
34764,0
4682,0
31915,0
45499,4
17651,0
38386,2
39012,1
2824,0
39155,1
37073,0
18187,1
2960,3
22396,0
31628,1
45050,0
30413,2
